order_id,date,time
933,2015-01-16,15:49:05
934,2015-01-16,15:55:24
935,2015-01-16,16:14:59
936,2015-01-16,16:19:19
937,2015-01-16,16:20:32
938,2015-01-16,16:43:09
939,2015-01-16,16:59:23
940,2015-01-16,17:05:08
941,2015-01-16,17:09:08
942,2015-01-16,17:18:37
943,2015-01-16,17:22:00
944,2015-01-16,17:54:33
945,2015-01-16,17:58:38
946,2015-01-16,18:00:48
947,2015-01-16,18:13:15
948,2015-01-16,18:42:17
949,2015-01-16,18:52:18
950,2015-01-16,18:57:56
951,2015-01-16,19:03:46
952,2015-01-16,19:05:35
953,2015-01-16,19:12:08
954,2015-01-16,19:14:03
955,2015-01-16,19:24:16
956,2015-01-16,19:24:40
957,2015-01-16,19:32:12
958,2015-01-16,19:33:33
959,2015-01-16,19:34:00
960,2015-01-16,19:35:00
961,2015-01-16,19:42:20
962,2015-01-16,19:55:17
963,2015-01-16,20:06:41
964,2015-01-16,20:24:37
965,2015-01-16,20:41:02
966,2015-01-16,20:59:17
967,2015-01-16,21:03:33
968,2015-01-16,21:23:01
969,2015-01-16,21:36:19
970,2015-01-16,21:44:35
971,2015-01-16,21:46:20
972,2015-01-16,22:03:09
973,2015-01-16,22:06:08
974,2015-01-16,22:06:53
975,2015-01-16,22:10:21
976,2015-01-17,11:53:19
977,2015-01-17,12:01:58
978,2015-01-17,12:24:36
979,2015-01-17,12:57:28
980,2015-01-17,12:58:36
981,2015-01-17,13:56:46
982,2015-01-17,14:12:58
983,2015-01-17,14:29:31
984,2015-01-17,14:33:55
985,2015-01-17,14:34:50
986,2015-01-17,14:35:25
987,2015-01-17,14:41:14
988,2015-01-17,14:44:56
989,2015-01-17,15:08:38
990,2015-01-17,15:30:10
991,2015-01-17,15:43:27
992,2015-01-17,15:49:31
993,2015-01-17,16:16:59
994,2015-01-17,16:19:42
995,2015-01-17,16:57:30
996,2015-01-17,17:11:07
997,2015-01-17,17:16:26
998,2015-01-17,17:19:16
999,2015-01-17,17:21:24
1000,2015-01-17,17:24:24
